Record_Number,RecordWritten,DNIS,Cluster_ID,Cluster_Type,RepeatCall,Repeat_UID,Source
3989391,11/8/2018 12:15:49 PM,1750,3,Identification,TRUE,90fb13b0-fc42-40a5-8492-8a2e3d63a680,OM1
3989398,11/8/2018 12:16:11 PM,2236,2,Identification,TRUE,46b576ac-bf1f-4ab4-bbb0-d70622c272f2,CM2
3989400,11/8/2018 12:16:19 PM,8767,1,Identification,TRUE,75d52957-34bc-4431-b6c7-1c4fc65d480c,OM2
3989408,11/8/2018 12:16:57 PM,8767,1,Identification,TRUE,eefe2634-9c2f-4fd5-8535-2602203aaba2,CM3
3989412,11/8/2018 12:17:06 PM,2236,2,Identification,TRUE,c4e8aa4b-f8c3-4448-9ed1-b3702a8e3867,OM4
3989413,11/8/2018 12:17:15 PM,2236,2,Identification,TRUE,48b77609-b1ca-4b9d-b3ab-9b6dd701d7ec,OM4
3989420,11/8/2018 12:17:48 PM,2236,2,Identification,TRUE,6ebd1c83-26e7-4d2d-a028-c13a9bc8ca45,OM3
3989438,11/8/2018 12:20:08 PM,1750,3,Identification,TRUE,272b46f4-9c47-4f75-86d0-cfc312be0ff2,OM1
3989440,11/8/2018 12:20:14 PM,2236,2,Identification,TRUE,a4813ed6-c5f7-47bf-9fbf-457ec17b2986,OM3
3989446,11/8/2018 12:20:52 PM,8767,1,Identification,TRUE,061fc581-5186-4d87-9444-0de75d93a21e,OM3
3989459,11/8/2018 12:22:13 PM,1750,3,Identification,TRUE,3b5845b1-55b4-403a-92e7-fd012e1d3657,OM3
3989461,11/8/2018 12:22:15 PM,8767,1,Identification,TRUE,794de7f3-ab93-40a6-a3d5-4cfba402af96,OM3
3989474,11/8/2018 12:22:52 PM,2236,2,Identification,TRUE,8c59132b-9e33-4d3e-ba64-09f0ddd0fd8a,CM4
3989484,11/8/2018 12:24:02 PM,1750,3,Identification,TRUE,0ed76e28-e94f-4220-8e13-d2e2da73ba2d,CM1
3989506,11/8/2018 12:25:21 PM,2334,5,Identification,TRUE,b304e621-f0a3-4a5a-b862-3e173f4c7500,CM2
3989518,11/8/2018 12:26:13 PM,2236,2,Identification,TRUE,74107bc9-fbf8-4b7d-bae8-5edfddeeb873,CM3
3989536,11/8/2018 12:27:45 PM,2236,2,Identification,TRUE,0002b9ac-1d79-4f78-adb5-cd2b677898cb,OM2
3989550,11/8/2018 12:28:56 PM,8767,1,Identification,TRUE,22b348b8-bbd3-4068-9f5a-ff06841142fa,OM2
3989552,11/8/2018 12:29:29 PM,2796,4,Identification,TRUE,6541cba5-d7f3-477a-8065-91e1981ff11e,CM1
3989553,11/8/2018 12:29:30 PM,2236,2,Identification,TRUE,2bce0c08-dbbd-4c02-b1db-e53798368d4d,OM2
3989575,11/8/2018 12:31:42 PM,8767,1,Identification,TRUE,20e9c361-66cf-4279-9367-9671a806c880,OM1
3989577,11/8/2018 12:31:59 PM,8767,1,Identification,TRUE,fc6149a3-d01c-4ea9-8997-c2f9a3190abc,OM2
3989579,11/8/2018 12:32:02 PM,2236,2,Identification,TRUE,83bda55b-1b30-41fc-bf72-7a0a7c313202,CM1
3989588,11/8/2018 12:33:10 PM,8767,1,Identification,TRUE,e3af0638-273f-46e7-b0ce-cdd9019b2a76,CM3
3989598,11/8/2018 12:33:54 PM,2796,4,Identification,TRUE,92fc1948-9d1a-4590-acc4-aaea8fdbfcfb,CM1
3989612,11/8/2018 12:35:12 PM,2236,2,Identification,TRUE,affd6e38-db45-4e95-b038-8b5e9d69c1f3,OM4
3989626,11/8/2018 12:36:09 PM,2236,2,Identification,TRUE,574533ad-f5a8-44ec-ab9a-f8cb63bf0cea,CM4
3989632,11/8/2018 12:36:36 PM,2796,4,Identification,TRUE,2a1abb6c-96e4-42f8-825d-1d11a797a0b1,CM1
3989633,11/8/2018 12:36:37 PM,2236,2,Identification,TRUE,6da28075-613d-457b-9e4f-a66303739bd2,CM1
3989638,11/8/2018 12:36:51 PM,2236,2,Identification,TRUE,5884884a-7a7e-4cda-aa73-dc083c929448,OM4
3989655,11/8/2018 12:38:35 PM,2792,7,Identification,TRUE,94cd1e66-72b5-4c86-9155-659293078f70,OM3
3989656,11/8/2018 12:38:38 PM,8767,1,Identification,TRUE,79a1760f-cabd-4d44-88fc-cc3550b466a3,CM3
3989669,11/8/2018 12:40:05 PM,2792,7,Identification,TRUE,f11972a7-5fdc-4016-95a5-1e0af3a1825d,OM1
3989680,11/8/2018 12:41:00 PM,2236,2,Identification,TRUE,ad6c381c-3baf-4619-af35-9030ec50c8b5,CM2
3989689,11/8/2018 12:42:16 PM,1750,3,Identification,TRUE,a71e9e96-242e-4af2-be96-81c5b6b9c11f,CM1
3989697,11/8/2018 12:43:00 PM,2236,2,Identification,TRUE,4624dab2-9553-40c1-b458-669608376d76,OM4
3989719,11/8/2018 12:44:50 PM,2796,4,Identification,TRUE,52d306bc-325f-40b7-8842-71cc784ba0dc,CM2
3989735,11/8/2018 12:46:16 PM,1750,3,Identification,TRUE,aeef0bac-6cb7-4608-bd9e-7ba4ccb328a6,OM3
3989737,11/8/2018 12:46:27 PM,2236,2,Identification,TRUE,47345eff-d7c9-4109-a23e-b997cd2c88ff,OM2
3989774,11/8/2018 12:48:47 PM,2236,2,Identification,TRUE,8e06b410-7f0e-46eb-a3be-e9dc183e2776,CM2
3989781,11/8/2018 12:49:16 PM,2796,4,Identification,TRUE,1463e401-ac24-41e8-b4eb-72656a32222f,CM4
3989794,11/8/2018 12:50:23 PM,2236,2,Identification,TRUE,cdb54341-a6f4-441a-8984-37f1e572dd61,CM3
3989808,11/8/2018 12:51:32 PM,2236,2,Identification,TRUE,91b35ec9-c2c1-4fee-ab97-e1e49f190388,CM1
3989812,11/8/2018 12:52:00 PM,2334,5,Identification,TRUE,ef8fa4de-cc16-4011-a0b0-7d9ba862f915,OM3
3989815,11/8/2018 12:52:18 PM,8767,1,Identification,TRUE,322d0610-709f-4cae-bca8-8a8ded08236a,OM2
3989839,11/8/2018 12:55:18 PM,2796,4,Identification,TRUE,00918633-cb04-40d7-b337-d5ee332b4d49,OM2
3989866,11/8/2018 12:56:56 PM,2334,5,Identification,TRUE,fd25a186-de9a-4047-ae9b-537358b41136,CM4
3989889,11/8/2018 12:58:43 PM,2236,2,Identification,TRUE,3efc660d-3622-4590-8f20-0261fc50e070,OM1
3989914,11/8/2018 1:00:40 PM,2236,2,Identification,TRUE,f3fa7298-8def-46d9-914f-5f2452833141,OM2
3989934,11/8/2018 1:02:50 PM,2792,7,Identification,TRUE,0ebd7a14-04c7-443f-9bd6-caaa3db62541,OM3
3989946,11/8/2018 1:03:59 PM,1750,3,Identification,TRUE,20d98d24-7ada-43c4-95a2-164b1a2be154,CM3
3989958,11/8/2018 1:05:18 PM,8767,1,Identification,TRUE,03dd2b40-4f48-4bc4-a6f1-c6580f1017f6,CM1
3989972,11/8/2018 1:05:57 PM,2236,2,Identification,TRUE,3ecd4dd4-636e-4a78-912f-0e92bbae70c3,OM4
3989986,11/8/2018 1:06:56 PM,2236,2,Identification,TRUE,0012d9c8-41bc-4e67-8538-05c2fa33a14d,CM3
3989999,11/8/2018 1:08:21 PM,2792,7,Identification,TRUE,7c097ac1-775c-43b6-aef5-cf4260a06215,CM4
3990009,11/8/2018 1:09:00 PM,2236,2,Identification,TRUE,e3bd2c4b-77dc-4f58-a327-17a003b7a892,OM2
3990010,11/8/2018 1:09:06 PM,1750,3,Identification,TRUE,53b194d7-30b5-4dda-a241-defa6c33a2a3,CM4
3990025,11/8/2018 1:11:37 PM,2236,2,Identification,TRUE,b885db0e-5a5c-43df-a747-93e53faa35ea,CM3
3990032,11/8/2018 1:12:01 PM,8767,1,Identification,TRUE,f4ed0278-b8fd-4359-a222-aa8a762e7b35,OM2
3990042,11/8/2018 1:12:44 PM,1750,3,Identification,TRUE,f68d543d-1c0f-4525-9d5b-74078d3156a0,CM3
3990059,11/8/2018 1:14:44 PM,2236,2,Identification,TRUE,92966d27-55c8-4672-b562-3bba0439c97c,OM3
3990068,11/8/2018 1:15:39 PM,2236,2,Identification,TRUE,9ddef8ea-f66e-4265-a60e-82f9fb1c3b88,CM2
3990071,11/8/2018 1:15:48 PM,8767,1,Identification,TRUE,8fdf5e22-8cbd-4f6a-80fb-42f89a8e3a44,CM3
3990096,11/8/2018 1:16:59 PM,2796,4,Identification,TRUE,6c7bd219-b932-4e9d-8b20-948e7b66dfaa,CM1
3990130,11/8/2018 1:20:55 PM,2236,2,Identification,TRUE,8357bd18-63cd-4429-9a82-3c7cbfe667fb,OM3
3990135,11/8/2018 1:21:18 PM,2236,2,Identification,TRUE,f8957553-96e5-4d19-8bb2-0df8181cbd50,OM2
3990165,11/8/2018 1:23:49 PM,2236,2,Identification,TRUE,227abeb9-4d3b-49b7-a0db-a7c8ac1cf108,CM1
3990176,11/8/2018 1:24:33 PM,1750,3,Identification,TRUE,dc6c6ff9-8745-41c9-a99c-2a6ad0e27afb,CM1
3990220,11/8/2018 1:29:52 PM,2236,2,Identification,TRUE,235a856a-8875-44e7-a0d8-7be22c04d1cf,CM3
3990222,11/8/2018 1:30:04 PM,2236,2,Identification,TRUE,d98b1bee-c6a6-4498-97d2-53b116e59253,OM1
3990223,11/8/2018 1:30:14 PM,1750,3,Identification,TRUE,050fa00d-6bbe-4ac0-b968-a45b3e141d85,CM4
3990245,11/8/2018 1:31:19 PM,2236,2,Identification,TRUE,137996ce-eb0f-43e6-89ef-28fac7efaeec,OM4
3990256,11/8/2018 1:32:15 PM,1750,3,Identification,TRUE,fe6eac82-6964-4da2-adbf-1fb3f216fcf7,OM4
3990267,11/8/2018 1:33:28 PM,1750,3,Identification,TRUE,0e1ec876-6790-4830-8583-0efb8b55f1b2,OM3
3990293,11/8/2018 1:35:10 PM,2236,2,Identification,TRUE,b8139b6b-456d-4ecb-bb45-bd5c31ef12c7,CM1
3990300,11/8/2018 1:36:05 PM,2796,4,Identification,TRUE,00eaa4ef-ae3b-476c-a21d-70fb21ef1a2e,OM1
3990304,11/8/2018 1:36:26 PM,1750,3,Identification,TRUE,78c865ad-11bc-4164-8b1f-2fb1d1cd9a17,CM1
3990309,11/8/2018 1:36:53 PM,8767,1,Identification,TRUE,05810547-d24e-49ef-96d8-996506d8ff78,OM2
3990321,11/8/2018 1:37:44 PM,8767,1,Identification,TRUE,44a9153f-0e10-42da-b678-84df717a76d2,OM4
3990336,11/8/2018 1:39:18 PM,8767,1,Identification,TRUE,e5f07e24-1056-445f-8880-579971d3f751,CM2
3990338,11/8/2018 1:39:19 PM,2796,4,Identification,TRUE,424ed3ae-be07-42da-a8f0-af5db2e1aff1,CM2
3990367,11/8/2018 1:41:53 PM,1750,3,Identification,TRUE,0f4d11fa-42a0-484a-91dc-7dba006ce711,OM3
3990370,11/8/2018 1:42:23 PM,2236,2,Identification,TRUE,7014dacf-460e-4271-b21b-0fe37019cd62,CM3
3990408,11/8/2018 1:45:00 PM,2236,2,Identification,TRUE,fe128d04-1609-48c4-8bad-33292523193b,CM4
3990410,11/8/2018 1:45:08 PM,2236,2,Identification,TRUE,4290aa85-98d5-4790-b508-bdb12747dee1,CM4
3990434,11/8/2018 1:47:31 PM,1750,3,Identification,TRUE,d9dc05a7-4253-4d01-b927-8cc0f1814721,CM4
3990479,11/8/2018 1:50:32 PM,8767,1,Identification,TRUE,1f916079-b400-425d-a598-eb98768d0cc9,OM2
3990485,11/8/2018 1:50:59 PM,8767,1,Identification,TRUE,d3b4f91a-d132-47be-9b1b-d0037c38ec7e,CM2
3990491,11/8/2018 1:51:24 PM,8767,1,Identification,TRUE,46fd250d-a816-4413-922f-99d9b8358696,CM3
3990498,11/8/2018 1:52:22 PM,1750,3,Identification,TRUE,8afed7bb-367a-4fc5-9614-8fa0db327ba1,CM1
3990519,11/8/2018 1:54:22 PM,2796,4,Identification,TRUE,8af972c4-062d-499e-a2ec-a268c46c202e,OM3
3990541,11/8/2018 1:56:55 PM,1750,3,Identification,TRUE,7eb2f020-f219-4fb8-9dae-1ae24c2b944a,CM3
3990548,11/8/2018 1:57:26 PM,2236,2,Identification,TRUE,ab84c3ab-0974-4335-a8e7-36faba6cf131,OM3
3990550,11/8/2018 1:57:36 PM,1750,3,Identification,TRUE,45d560e7-e529-46b1-8e7f-7709c332a050,OM2
3990588,11/8/2018 2:00:04 PM,1750,3,Identification,TRUE,45ec8688-c8a6-4a21-b573-177e38b2cd52,CM2
3990606,11/8/2018 2:01:26 PM,1750,3,Identification,TRUE,fb1c8b8f-b9e0-4f19-900e-bea60a4eb419,CM1
3990610,11/8/2018 2:01:42 PM,1750,3,Identification,TRUE,c27af930-7539-456e-a38d-e4d1477e8232,OM1
3990650,11/8/2018 2:05:53 PM,8767,1,Identification,TRUE,f8299f92-a218-46c2-8283-42c7e39fdcfb,CM1
3990661,11/8/2018 2:07:32 PM,2236,2,Identification,TRUE,9f0fe10f-e9a1-4c39-8223-900b23f56cb6,OM2
3990673,11/8/2018 2:08:25 PM,2236,2,Identification,TRUE,74af46fb-9fa0-459c-af7c-cb773ec2f050,OM1
3990678,11/8/2018 2:08:57 PM,1750,3,Identification,TRUE,e9eefaa0-f89d-4d56-a30b-7660268f022e,CM4
3990692,11/8/2018 2:09:54 PM,2796,4,Identification,TRUE,6ae013cb-0315-4086-9825-b574cafe8d38,OM2
3990702,11/8/2018 2:10:20 PM,2236,2,Identification,TRUE,91096bee-0da0-42da-8878-0ce01a3a9efa,OM2
3990743,11/8/2018 2:13:59 PM,8767,1,Identification,TRUE,acf154ce-16df-4d55-8f2f-50b8fb8f4bbf,CM1
3990765,11/8/2018 2:15:51 PM,2236,2,Identification,TRUE,6393e265-a8ca-44af-bc47-1d8d48aaaa53,CM2
3990768,11/8/2018 2:16:01 PM,1750,3,Identification,TRUE,d70449b2-df3c-4f38-be1f-39110ce7ce6e,CM3
3990775,11/8/2018 2:16:10 PM,2236,2,Identification,TRUE,d4b7a14f-4350-4ef2-8a1a-33de06bd6592,OM2
3990780,11/8/2018 2:16:26 PM,1750,3,Identification,TRUE,8daae163-8b7c-4172-8609-ba1ec20fe54c,CM1
3990788,11/8/2018 2:16:53 PM,2796,4,Identification,TRUE,17722028-2ead-4fc4-96ac-86293e8111ab,CM1
3990801,11/8/2018 2:18:01 PM,2796,4,Identification,TRUE,52d232c5-219f-4285-b531-5237d8f11adc,OM2
3990802,11/8/2018 2:18:03 PM,2796,4,Identification,TRUE,214d3a25-9bc1-4360-96f7-d5e752d51c8f,OM3
3990804,11/8/2018 2:18:12 PM,8767,1,Identification,TRUE,fb4f4953-24e9-4b6c-b7d3-d5c65fe506f5,CM3
3990816,11/8/2018 2:19:19 PM,2236,2,Identification,TRUE,8f97ca39-e145-42d7-be86-686284567f18,OM1
3990817,11/8/2018 2:19:19 PM,1750,3,Identification,TRUE,c0177d8f-654c-409c-8fb6-45eeebcc8707,CM3
3990823,11/8/2018 2:19:41 PM,8767,1,Identification,TRUE,b77b03a2-9d72-427a-8b16-2ecbae487374,CM3
3990838,11/8/2018 2:21:01 PM,2796,4,Identification,TRUE,7d03ab53-ec0d-46a3-9d9c-25a843d946c6,CM1
3990843,11/8/2018 2:21:20 PM,2236,2,Identification,TRUE,0d16229b-8fdd-4afd-b63d-3a91549afe71,CM3
3990847,11/8/2018 2:21:33 PM,1750,3,Identification,TRUE,d5992e43-9ffc-4c5b-8a27-951422192c44,CM2
3990850,11/8/2018 2:22:07 PM,8767,1,Identification,TRUE,b0901f02-7285-4d8f-bfa6-6e69b8d80280,CM3
3990889,11/8/2018 2:25:48 PM,1750,3,Identification,TRUE,a7685e3b-ed0d-4c25-8a46-ceef9cce3fc6,CM4
3990906,11/8/2018 2:26:49 PM,8767,1,Identification,TRUE,a4203d60-2fa4-4e76-b606-d6fd416a4bcd,OM4
3990919,11/8/2018 2:27:52 PM,8767,1,Identification,TRUE,3a771153-169d-440c-adc0-b61b4fd16f35,CM2
3990956,11/8/2018 2:31:52 PM,1750,3,Identification,TRUE,1785aba9-ebe3-4330-8cc3-172d60e878c7,CM3
3990960,11/8/2018 2:32:32 PM,8767,1,Identification,TRUE,0f182210-74d3-4331-9cc6-1e79a5dd14ea,CM2
3990977,11/8/2018 2:34:03 PM,1750,3,Identification,TRUE,ce2cb908-8a21-44b3-9ad8-04350e84365d,OM2
3990986,11/8/2018 2:35:04 PM,1750,3,Identification,TRUE,f6c6ee1e-bfc1-4737-9d7a-9560d26f14aa,OM2
3990990,11/8/2018 2:35:49 PM,2236,2,Identification,TRUE,1777d2d3-3a35-4b71-8145-81ba46743802,CM3
3991016,11/8/2018 2:38:05 PM,2796,4,Identification,TRUE,b5451f80-7a34-41aa-b79e-138db4fceb97,OM4
3991021,11/8/2018 2:38:14 PM,1750,3,Identification,TRUE,f1d17643-0b6e-446a-8f2c-926cc2a7a910,OM1
3991031,11/8/2018 2:38:44 PM,1750,3,Identification,TRUE,83e4ce23-774d-4083-9183-84eb594bd6a4,OM2
3991050,11/8/2018 2:40:29 PM,2236,2,Identification,TRUE,50e91f81-56a1-4956-be6b-7f5a0bb6b9f2,CM2
3991064,11/8/2018 2:42:28 PM,1750,3,Identification,TRUE,b037f488-0bac-45b9-9a7b-a1099971a08f,CM1
3991075,11/8/2018 2:43:27 PM,1750,3,Identification,TRUE,78f3a7f1-e970-4d86-ae55-933e68ad1d56,CM1
3991089,11/8/2018 2:44:04 PM,2236,2,Identification,TRUE,8e9616a2-967e-408c-9cb8-90450d0736ab,OM2
3991123,11/8/2018 2:46:52 PM,8767,1,Identification,TRUE,49d2c5b8-6263-4bff-aa1b-1749db986910,OM4
3991175,11/8/2018 2:51:46 PM,2236,2,Identification,TRUE,1472ebaf-5c4b-4023-8945-e418fdf66388,OM4
3991182,11/8/2018 2:52:55 PM,1750,3,Identification,TRUE,4bfb04e9-63f3-437a-b6e8-1c78306fe2b5,CM3
3991184,11/8/2018 2:52:57 PM,8767,1,Identification,TRUE,e172345f-4951-4f91-927c-3d4fae6e7b8e,CM1
3991186,11/8/2018 2:53:03 PM,2796,4,Identification,TRUE,f8ec7598-ca81-4b15-bbdb-0b67fa42dbda,CM1
3991195,11/8/2018 2:53:39 PM,1750,3,Identification,TRUE,8b7b6af3-1f36-4ec6-81c3-7c69fc14113b,OM3
3991204,11/8/2018 2:54:32 PM,8767,1,Identification,TRUE,3e5b7006-ee0a-4aa3-9d3f-aa877fe167aa,OM4
3991209,11/8/2018 2:54:54 PM,2236,2,Identification,TRUE,294816fe-6139-480e-940d-6f553835e041,CM3
3991211,11/8/2018 2:55:00 PM,1750,3,Identification,TRUE,e8ee1057-429c-4548-a5d8-8ca8261fb678,OM2
3991213,11/8/2018 2:55:32 PM,2796,4,Identification,TRUE,d2ad3579-6c7d-4057-891a-d7e2cc51d31a,CM1
3991216,11/8/2018 2:55:39 PM,2236,2,Identification,TRUE,1d2fc6e3-9210-4ca4-af6c-eb3739632f65,OM4
3991236,11/8/2018 2:57:01 PM,1750,3,Identification,TRUE,c85d0bc7-65f2-4942-95f5-0af6c2e26acf,OM4
3991272,11/8/2018 3:00:17 PM,2236,2,Identification,TRUE,92813a80-8476-43c3-80cf-60dbee0d3d8f,OM2
3991324,11/8/2018 3:04:41 PM,1033,6,Identification,TRUE,daa16f8f-6bc6-43fe-9920-9ad045940668,CM3
3991326,11/8/2018 3:04:45 PM,1750,3,Identification,TRUE,6d78118e-48ce-4f9a-9214-58c44d15853e,OM4
3991342,11/8/2018 3:06:11 PM,2236,2,Identification,TRUE,9feee7ff-11a1-43b1-9b87-ca72e9db24bc,CM3
3991350,11/8/2018 3:06:46 PM,2236,2,Identification,TRUE,78089eb5-d573-477d-bd05-77d8307f7fc6,OM3
3991352,11/8/2018 3:06:50 PM,2236,2,Identification,TRUE,d30e8b5c-dea0-45f5-819d-1929515508fb,OM2
3991363,11/8/2018 3:07:28 PM,2236,2,Identification,TRUE,4f4849c7-ac48-49c5-b6ed-e4cdbb0036b2,CM3
3991366,11/8/2018 3:07:44 PM,1750,3,Identification,TRUE,0194c6c0-2428-497e-9742-12fd8e80b617,OM2
3991375,11/8/2018 3:08:33 PM,2796,4,Identification,TRUE,01a52d11-5fd7-41f4-88df-fe8c0079398b,CM2
3991378,11/8/2018 3:08:46 PM,2236,2,Identification,TRUE,276c39d9-5a35-42d7-a241-f8f493b1c13e,OM4
3991384,11/8/2018 3:09:01 PM,1750,3,Identification,TRUE,8b06ddbd-81f5-48ee-b0c5-3abca67280a3,CM3
3991407,11/8/2018 3:10:42 PM,2796,4,Identification,TRUE,876f5aa1-6446-4174-bfef-c22e3fea88f4,CM2
3991425,11/8/2018 3:12:01 PM,8767,1,Identification,TRUE,6508a7da-a92d-47a6-b976-6e715af35901,CM3
3991438,11/8/2018 3:12:46 PM,8767,1,Identification,TRUE,11b28039-407a-4a44-bdcc-6ca5a5d782bd,OM4
3991439,11/8/2018 3:12:53 PM,2236,2,Identification,TRUE,c80920c0-9675-4f19-a6d5-e7fdb66d536d,CM3
3991483,11/8/2018 3:17:08 PM,2236,2,Identification,TRUE,6ef2f00b-ec7f-41ec-a90b-2d7b65bc1cd1,OM4
3991497,11/8/2018 3:18:26 PM,8767,1,Identification,TRUE,03c6680c-1817-4cd7-b4fc-56de5c83353f,OM4
3991506,11/8/2018 3:19:57 PM,1033,6,Identification,TRUE,d99f6544-ebdd-4d04-b82c-e9b2925641a9,CM3
3991532,11/8/2018 3:21:57 PM,2236,2,Identification,TRUE,3fc82380-3731-4074-b170-20bafe09d38a,CM1
3991562,11/8/2018 3:23:56 PM,1033,6,Identification,TRUE,12a705eb-cf4c-4631-bff6-a080f9354505,CM3
3991582,11/8/2018 3:25:19 PM,1750,3,Identification,TRUE,80d9b107-92cf-4871-a682-f68c8775d023,CM4
3991587,11/8/2018 3:25:59 PM,2236,2,Identification,TRUE,4622bbfa-1051-4220-b3a3-98b9937e154d,CM1
3991600,11/8/2018 3:26:40 PM,2236,2,Identification,TRUE,21213d91-24dc-44de-a4e6-d367ad95f93c,CM2
3991606,11/8/2018 3:27:31 PM,2796,4,Identification,TRUE,e0d111f9-a07e-462a-856f-d6f899a83293,OM2
3991607,11/8/2018 3:27:31 PM,2796,4,Identification,TRUE,825c3e36-4855-4a47-9b4d-d268c367ff60,OM3
3991608,11/8/2018 3:27:31 PM,1750,3,Identification,TRUE,90bca44d-8f45-460f-abc8-211689c3a653,OM1
3991613,11/8/2018 3:28:01 PM,1750,3,Identification,TRUE,1e3ff0be-5da9-4315-8cc1-6a16a85ec76c,OM1
3991633,11/8/2018 3:29:26 PM,2236,2,Identification,TRUE,58788616-daa0-45d0-824e-fecf5911703a,OM2
3991658,11/8/2018 3:31:49 PM,2236,2,Identification,TRUE,8080c8f6-8837-41e1-bd47-284dd27871b7,CM2
3991661,11/8/2018 3:32:01 PM,1750,3,Identification,TRUE,24ce2502-4f83-49e0-b5ff-ef062db85888,CM3
3991681,11/8/2018 3:33:49 PM,2236,2,Identification,TRUE,45087073-cd70-41ed-a86a-c84d02b653a4,CM2
3991736,11/8/2018 3:37:27 PM,1750,3,Identification,TRUE,66dfd029-82d7-423b-8e35-126762f446ab,OM2
3991748,11/8/2018 3:38:58 PM,1750,3,Identification,TRUE,d4427413-dc91-4f8e-823a-3f932eea73fe,CM1
3991762,11/8/2018 3:40:09 PM,8767,1,Identification,TRUE,31f8242e-2bb5-4cc6-aa8d-2d2f047c0d91,OM4
3991765,11/8/2018 3:40:19 PM,2236,2,Identification,TRUE,2a2b9a9d-e8aa-4a4e-9560-69134f0c985b,CM3
3991784,11/8/2018 3:41:30 PM,8767,1,Identification,TRUE,b16a6e0e-97e6-4571-baad-5bf09911dd52,OM1
3991785,11/8/2018 3:41:31 PM,8767,1,Identification,TRUE,f94e2e97-d08e-410d-a8c5-60e8ebb023c1,CM2
3991788,11/8/2018 3:41:52 PM,8767,1,Identification,TRUE,a9ba975b-1c10-4874-89fc-c2fbb4a33892,OM3
3991798,11/8/2018 3:42:50 PM,2796,4,Identification,TRUE,84a5c4b7-1c41-43d1-bb88-caad27a7d55f,OM2
3991802,11/8/2018 3:43:09 PM,2236,2,Identification,TRUE,76997cc0-b6ce-4f62-bef5-0a148a71b180,OM2
3991814,11/8/2018 3:44:22 PM,1750,3,Identification,TRUE,18f195be-9b92-4a42-87f1-98c9072c43d8,CM1
3991822,11/8/2018 3:45:21 PM,1750,3,Identification,TRUE,3ac9722b-fbb5-4ec3-8e06-d962714e7977,OM3
3991828,11/8/2018 3:45:44 PM,1750,3,Identification,TRUE,0e3844e4-c6d0-41ef-b0f4-21952ff18b3e,OM1
3991830,11/8/2018 3:45:51 PM,2236,2,Identification,TRUE,62f12464-aa35-48f8-937a-7c44bde9918a,CM3
3991855,11/8/2018 3:47:31 PM,2236,2,Identification,TRUE,4cfb6406-155d-433a-b5e0-5f873c2a3ab1,CM4
3991868,11/8/2018 3:48:29 PM,2236,2,Identification,TRUE,35d49dda-c4f6-4eb6-a7ad-8594a23e25c0,OM4
3991870,11/8/2018 3:48:39 PM,1750,3,Identification,TRUE,9c339464-03ef-4a07-ad3b-f45f890880c9,OM2
3991897,11/8/2018 3:50:29 PM,8767,1,Identification,TRUE,99283db5-648d-425a-9f9d-63b02eb14a82,CM3
3991916,11/8/2018 3:52:40 PM,1750,3,Identification,TRUE,473cd0be-8321-4d26-9bd4-394af19b00f9,OM3
3991932,11/8/2018 3:54:09 PM,1750,3,Identification,TRUE,101c3918-7ba9-4a1b-806f-e14a997790fd,OM1
3991933,11/8/2018 3:54:10 PM,2236,2,Identification,TRUE,77871335-84b1-4424-bf00-6023e5f4af64,CM2
3991953,11/8/2018 3:56:08 PM,2236,2,Identification,TRUE,375001f7-c89f-45e1-a354-37dca984e3cc,OM4
3991973,11/8/2018 3:57:06 PM,8767,1,Identification,TRUE,7c072c5f-3d79-453e-8e47-6d668d639d4d,OM4
3991985,11/8/2018 3:58:15 PM,1750,3,Identification,TRUE,6629fd21-dca1-46ff-a903-381ff07c5176,OM4
3991992,11/8/2018 3:58:37 PM,2236,2,Identification,TRUE,7ada4b91-5c06-4cca-b72c-0c8622c3ad89,OM2
3991996,11/8/2018 3:58:48 PM,1750,3,Identification,TRUE,e2aaf543-742f-465d-a0fb-66ca67f8d5bc,OM1
3992001,11/8/2018 3:59:13 PM,1750,3,Identification,TRUE,48b1d5d5-0b7b-46a5-9e80-2b63275e1420,CM3
3992060,11/8/2018 4:03:58 PM,1750,3,Identification,TRUE,2a8fab7e-6ef8-4d2b-9c6e-9046f329315f,CM3
3992062,11/8/2018 4:04:20 PM,2236,2,Identification,TRUE,d710126c-033d-4a5e-8d30-8f5f4e94702c,OM1
3992071,11/8/2018 4:05:11 PM,2236,2,Identification,TRUE,75274e3a-2fe0-4b98-96fd-695eb4eb9540,OM1
3992073,11/8/2018 4:05:17 PM,1750,3,Identification,TRUE,0a8beaaa-8b91-42b9-a76d-99a8afefff08,CM3
3992093,11/8/2018 4:06:16 PM,1750,3,Identification,TRUE,d0eddf11-350c-477d-9113-e24d8f019b17,OM2
3992098,11/8/2018 4:06:40 PM,1750,3,Identification,TRUE,c43de678-f183-4ce2-b865-96c8ae3f25e9,CM1
3992104,11/8/2018 4:07:24 PM,2236,2,Identification,TRUE,ab025735-3b1f-4723-baae-bc380b5fc386,OM3
3992107,11/8/2018 4:07:36 PM,1750,3,Identification,TRUE,34f315ed-4ba5-4d64-888f-3144633360dd,OM2
3992113,11/8/2018 4:07:52 PM,2236,2,Identification,TRUE,88ed62d4-1fa4-4c15-82c6-df06e749142f,OM1
3992119,11/8/2018 4:08:35 PM,1750,3,Identification,TRUE,18b34959-e7ec-4812-b08a-70568d059efa,OM2
3992170,11/8/2018 4:12:18 PM,2796,4,Identification,TRUE,b7668b70-7104-407c-87db-2ccae8acb7b3,CM3
